Bedrooms,Location,Price,sSecurity Deposit,Furnishing,Bathrooms,Tenant Preferred,Availability,Area (sqft),Area Type,Floor Number,Total Floors,Facing,Page Number
3.0,Hyderabad,60000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,2200.0,super-area,6.0,9.0,,49
3.0,Gachibowli,65000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1300.0,carpet-area,21.0,24.0,West,49
3.0,Ayyappa Society,65000.0,no,Furnished,3.0,Bachelors/Family,Immediately,1300.0,carpet-area,5.0,7.0,,49
3.0,"Narsingi, Outer Ring Road",62000.0,yes,Semi-Furnished,3.0,Family,Immediately,1450.0,carpet-area,9.0,13.0,West,49
2.0,Kapra,15000.0,no,Semi-Furnished,2.0,Bachelors,Immediately,1500.0,super-area,3.0,3.0,East,50
3.0,"Lakdikapul, NH 9",55000.0,no,Semi-Furnished,3.0,Family,Immediately,2300.0,carpet-area,2.0,6.0,North - East,50
2.0,Hyderabad,15000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,1200.0,super-area,2.0,3.0,,50
4.0,Kondapur,140000.0,yes,Semi-Furnished,4.0,Family,Immediately,3070.0,super-area,5.0,20.0,East,50
2.0,Nagarjuna Nagar Colony Kapra,7200.0,yes,Unfurnished,1.0,Bachelors/Family,Immediately,1100.0,carpet-area,2.0,3.0,,50
3.0,Attapur,36000.0,no,Semi-Furnished,3.0,Family,Immediately,2500.0,super-area,1.0,4.0,East,50
2.0,"Pocharam, NH 2 2",22000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1210.0,super-area,12.0,14.0,,50
3.0,"Kokapet, Outer Ring Road",70000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1103.0,carpet-area,34.0,35.0,,50
3.0,"Kokapet, Outer Ring Road",65000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1700.0,carpet-area,23.0,31.0,West,50
3.0,Manikonda Jagir,73000.0,no,Furnished,3.0,Bachelors/Family,From Jan '27,1670.0,super-area,4.0,8.0,,50
2.0,"Miyapur, NH 9",20000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1000.0,carpet-area,1.0,5.0,East,50
3.0,Nalagandla,47000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1560.0,super-area,10.0,24.0,East,50
2.0,"Narsingi, Outer Ring Road",48000.0,yes,Unfurnished,2.0,Family,Immediately,1314.0,super-area,26.0,30.0,East,50
3.0,"Narsingi, Outer Ring Road",58000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1715.0,super-area,18.0,39.0,West,50
,"Kukatpally, NH 9",14000.0,yes,Furnished,10.0,Bachelors/Family,Immediately,150.0,carpet-area,5.0,6.0,,50
3.0,Gachibowli,70000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1993.0,super-area,24.0,34.0,East,50
,Musheerabad,8500.0,no,Unfurnished,1.0,Bachelors/Family,Immediately,100.0,super-area,2.0,4.0,,50
2.0,Hyderabad,25000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1000.0,super-area,2.0,4.0,,50
3.0,Hanuman Nagar Kothaguda,75000.0,no,Semi-Furnished,3.0,Bachelors,Immediately,2200.0,carpet-area,18.0,24.0,East,50
4.0,Chitrapuri Colony,55000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,2000.0,carpet-area,6.0,12.0,West,50
3.0,"Kokapet, Outer Ring Road",70000.0,no,Furnished,4.0,Bachelors/Family,Immediately,2600.0,super-area,10.0,21.0,,50
3.0,Attapur,35000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1750.0,carpet-area,5.0,5.0,,50
3.0,"Narsingi, Outer Ring Road",72000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,2335.0,super-area,4.0,39.0,East,50
3.0,"Ghatkesar, NH 2 2",16000.0,yes,Unfurnished,3.0,Bachelors/Family,Immediately,1470.0,super-area,5.0,9.0,,50
1.0,"Kukatpally, NH 9",11000.0,no,Semi-Furnished,1.0,Bachelors/Family,Immediately,,carpet-area,0.0,3.0,,50
2.0,Hyderabad,20000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1200.0,super-area,3.0,4.0,,50
4.0,Nalagandla,95000.0,no,Semi-Furnished,5.0,Family,Immediately,3695.0,carpet-area,0.0,20.0,East,50
4.0,"Narsingi, Outer Ring Road",170000.0,yes,Semi-Furnished,4.0,Bachelors,Immediately,3939.0,super-area,4.0,26.0,East,50
3.0,HUDA Layout Nalagandla,80000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1875.0,super-area,1.0,24.0,East,50
