Bedrooms,Location,Price,sSecurity Deposit,Furnishing,Bathrooms,Tenant Preferred,Availability,Area (sqft),Area Type,Floor Number,Total Floors,Facing,Page Number
1.0,Kondapur,5000.0,no,Semi-Furnished,1.0,Bachelors/Family,Immediately,200.0,carpet-area,5.0,5.0,East,21
3.0,Gachibowli,50000.0,yes,Furnished,2.0,Bachelors/Family,Immediately,1000.0,carpet-area,17.0,23.0,East,21
3.0,Kondapur,78000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,2475.0,super-area,2.0,18.0,East,21
4.0,Kondapur,89000.0,no,Furnished,4.0,Bachelors/Family,Immediately,2000.0,carpet-area,4.0,5.0,,21
1.0,Kondapur,27000.0,yes,Furnished,1.0,Bachelors/Family,Immediately,650.0,carpet-area,2.0,6.0,East,22
2.0,Hyderabad,19000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,900.0,carpet-area,1.0,5.0,,22
3.0,Laxmi Nagar Colony Attapur,25000.0,no,Semi-Furnished,2.0,Bachelors,From Mar '26,1344.0,carpet-area,5.0,5.0,West,22
3.0,Kondapur,60500.0,no,Semi-Furnished,3.0,Bachelors,Immediately,1860.0,super-area,7.0,10.0,East,22
3.0,"Kokapet, Outer Ring Road",25000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1796.0,super-area,31.0,35.0,East,22
2.0,Bachupally,33000.0,yes,Furnished,2.0,Bachelors/Family,Immediately,1110.0,super-area,28.0,33.0,West,22
3.0,"Hafeezpet, NH 9",35000.0,no,Semi-Furnished,3.0,Bachelors/Family,From Apr '26,1550.0,super-area,2.0,5.0,,22
3.0,Hyderabad,100000.0,yes,Semi-Furnished,4.0,Bachelors,Immediately,2400.0,super-area,2.0,5.0,East,22
1.0,Madhapur,16500.0,no,Semi-Furnished,1.0,Bachelors/Family,Immediately,650.0,super-area,4.0,4.0,,22
2.0,"Pocharam, NH 2 2",25000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1210.0,super-area,10.0,14.0,,22
2.0,Gachibowli,43000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,800.0,carpet-area,2.0,13.0,West,22
3.0,"Banjara Hills, NH 9",220000.00000000003,yes,Semi-Furnished,3.0,Bachelors,Immediately,3500.0,super-area,0.0,5.0,East,22
3.0,"Green Valley, Banjara Hills",75000.0,yes,Furnished,4.0,Bachelors/Family,Immediately,2450.0,carpet-area,3.0,3.0,North - East,22
1.0,"Padmanagar Phase I, Quthbullapur",8000.0,no,Unfurnished,1.0,Family,Immediately,500.0,carpet-area,0.0,3.0,North - East,22
2.0,Lingampally Serilingampalle,31000.0,yes,Semi-Furnished,2.0,Family,From Apr '26,1200.0,super-area,3.0,13.0,West,22
3.0,Hitech City,38000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,2300.0,carpet-area,0.0,15.0,,22
3.0,Kondapur,72000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,2050.0,super-area,2.0,14.0,,22
3.0,Khajaguda,67000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,2210.0,super-area,6.0,9.0,East,22
,"Banjara Hills, NH 9",14000.0,yes,Semi-Furnished,1.0,Bachelors/Family,Immediately,300.0,carpet-area,2.0,2.0,North - East,22
2.0,Nagole,22000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1100.0,carpet-area,2.0,5.0,North,22
3.0,"Narsingi, Outer Ring Road",63000.0,yes,Semi-Furnished,3.0,Family,Immediately,1535.0,super-area,15.0,20.0,East,22
2.0,DN Colony Isnapur,21000.0,yes,Furnished,2.0,Bachelors/Family,Immediately,1210.0,super-area,4.0,5.0,,22
3.0,"Narsingi, Outer Ring Road",49000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1635.0,super-area,10.0,14.0,,22
3.0,Balaji Nagar Kukatpally,27000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1250.0,carpet-area,3.0,5.0,,22
3.0,Izzathnagar,75000.0,no,Unfurnished,3.0,Bachelors/Family,Immediately,2212.0,super-area,24.0,40.0,,22
2.0,"Isnapur, Outer Ring Road",15500.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,960.0,carpet-area,3.0,5.0,,22
2.0,Hyderabad,31000.0,no,Semi-Furnished,2.0,Bachelors/Family,From Apr '26,1116.0,super-area,2.0,5.0,,22
1.0,Gachibowli,12000.0,yes,Furnished,2.0,Bachelors,Immediately,625.0,carpet-area,8.0,22.0,East,22
2.0,"Hafeezpet, NH 9",15000.0,no,Furnished,2.0,Bachelors,Immediately,1200.0,super-area,5.0,6.0,West,22
2.0,Shamirpet,7500.0,no,Semi-Furnished,1.0,Bachelors/Family,Immediately,715.0,super-area,2.0,3.0,,23
3.0,"Basheer Bagh, NH 7",35000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,2500.0,carpet-area,3.0,4.0,East,23
2.0,RTC Colony Maula Ali,14000.0,no,Furnished,2.0,Bachelors/Family,Immediately,1000.0,super-area,1.0,2.0,West,23
3.0,Hyderabad,60000.0,no,,3.0,Bachelors/Family,Immediately,1540.0,super-area,2.0,5.0,,23
3.0,Kothaguda,62000.0,no,Unfurnished,3.0,Bachelors/Family,Immediately,1890.0,super-area,5.0,14.0,,23
3.0,"Kokapet, Outer Ring Road",78000.0,yes,Semi-Furnished,3.0,Bachelors,From Mar '26,2124.0,super-area,26.0,35.0,West,23
2.0,Bachupally,190000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1220.0,carpet-area,2.0,5.0,,23
3.0,Friends Colony Chanda Nagar,15000.0,yes,Unfurnished,2.0,Bachelors,Immediately,1150.0,carpet-area,2.0,5.0,,23
3.0,"Banjara Hills, NH 9",25000.0,yes,Unfurnished,2.0,Bachelors/Family,Immediately,1406.0,carpet-area,2.0,4.0,,23
1.0,Suraram,8000.0,yes,Unfurnished,1.0,Bachelors/Family,Immediately,600.0,carpet-area,2.0,20.0,,23
3.0,Ameenpur,20000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1200.0,carpet-area,2.0,5.0,West,23
3.0,Gachibowli Kondapur Road,80000.0,no,Furnished,3.0,Bachelors/Family,Immediately,1750.0,carpet-area,12.0,15.0,,23
4.0,Madhapur,150000.0,yes,Semi-Furnished,5.0,Family,Immediately,3550.0,super-area,10.0,18.0,West,23
3.0,"Kokapet, Outer Ring Road",88000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,2124.0,super-area,8.0,35.0,West,23
2.0,Mehdipatnam,18000.0,yes,Semi-Furnished,2.0,Bachelors/Family,From Mar '26,980.0,carpet-area,3.0,3.0,,23
3.0,"Banjara Hills, NH 9",48500.0,yes,Furnished,3.0,Bachelors/Family,Immediately,1500.0,super-area,2.0,3.0,,23
3.0,Sri Ram Nagar Kondapur,42000.0,yes,Semi-Furnished,2.0,Family,Immediately,1500.0,carpet-area,3.0,6.0,West,23
2.0,"Narsingi, Outer Ring Road",55000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,980.0,carpet-area,24.0,39.0,East,23
2.0,Bachupally,30000.0,no,Furnished,2.0,Bachelors/Family,Immediately,1110.0,super-area,15.0,33.0,,23
3.0,Kondapur,45000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1400.0,carpet-area,1.0,5.0,East,23
1.0,Meerpet,4000.0,yes,Semi-Furnished,1.0,Family,Immediately,450.0,super-area,4.0,5.0,East,23
4.0,Gachibowli,100000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,2848.0,super-area,6.0,26.0,North,23
5.0,Nanal Nagar Mehdipatnam,55000.0,yes,Semi-Furnished,5.0,Bachelors,Immediately,250.0,carpet-area,2.0,3.0,,23
3.0,New Nallakunta,32000.0,no,Semi-Furnished,2.0,Bachelors,Immediately,1450.0,carpet-area,1.0,3.0,West,23
2.0,Santosh Nagar,15000.0,yes,Unfurnished,2.0,Bachelors/Family,Immediately,2000.0,carpet-area,2.0,3.0,East,23
4.0,Jubilee Hills,150000.0,no,Furnished,4.0,Bachelors,From Apr '26,3000.0,carpet-area,1.0,4.0,North,23
2.0,Narepally,6500.0,yes,Unfurnished,2.0,Bachelors/Family,Immediately,,carpet-area,1.0,3.0,North - East,23
3.0,Pragathinagar,25000.0,no,Furnished,2.0,Bachelors/Family,Immediately,1500.0,super-area,2.0,5.0,West,23
2.0,Hyderabad,15000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,800.0,carpet-area,0.0,3.0,East,23
1.0,Hyderabad,10000.0,no,Furnished,1.0,Bachelors/Family,Immediately,300.0,super-area,3.0,3.0,,24
2.0,Kondapur,57000.0,yes,Semi-Furnished,2.0,Family,Immediately,1290.0,super-area,13.0,24.0,East,24
2.0,Hyderabad,27000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,750.0,super-area,3.0,5.0,,24
3.0,Kompally,32000.0,no,Semi-Furnished,3.0,Bachelors,Immediately,1100.0,carpet-area,2.0,5.0,West,24
3.0,"Ameerpet, NH 9",70000.0,no,Semi-Furnished,3.0,Bachelors,From Apr '26,1800.0,carpet-area,11.0,11.0,East,24
1.0,Kondapur,20000.0,yes,Semi-Furnished,1.0,Bachelors,Immediately,550.0,carpet-area,3.0,4.0,East,24
4.0,Botanical Garden Road,72000.0,yes,Semi-Furnished,3.0,Family,Immediately,3000.0,carpet-area,5.0,5.0,North - East,24
2.0,Gowlidoddy,30000.0,yes,Furnished,2.0,Bachelors/Family,Immediately,1500.0,super-area,1.0,6.0,East,24
1.0,Gachibowli,13000.0,yes,Furnished,1.0,Bachelors/Family,Immediately,710.0,carpet-area,5.0,22.0,,24
3.0,Manikonda Road,62000.0,no,Furnished,2.0,Bachelors/Family,Immediately,1300.0,super-area,1.0,11.0,East,24
3.0,Nalagandla,50000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1510.0,super-area,16.0,24.0,,24
2.0,"Pragathi Nagar, Kukatpally",22000.0,no,Unfurnished,1.0,Family,Immediately,2410.0,carpet-area,1.0,3.0,East,24
3.0,Toli Chowki,100000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,2400.0,super-area,4.0,8.0,North,24
3.0,"Narsingi, Outer Ring Road",45000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1300.0,carpet-area,1.0,6.0,West,24
2.0,JJ Nagar Sainikpuri,160000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,1300.0,carpet-area,1.0,3.0,,24
2.0,Kondapur,55000.0,yes,Semi-Furnished,2.0,Family,Immediately,1000.0,carpet-area,,,East,24
3.0,"Kokapet, Outer Ring Road",65000.0,no,Unfurnished,3.0,Bachelors/Family,Immediately,2160.0,super-area,0.0,7.0,East,24
4.0,Kondapur,100000.0,yes,Semi-Furnished,4.0,Bachelors/Family,Immediately,4000.0,carpet-area,10.0,15.0,East,24
3.0,Puppalguda,63000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1228.0,carpet-area,15.0,32.0,East,24
3.0,Masjid Banda Main Road,62000.0,yes,Furnished,3.0,Bachelors,Immediately,1850.0,carpet-area,8.0,8.0,East,24
2.0,Gowlidoddy,22000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,965.0,super-area,4.0,5.0,,24
3.0,Nehru Outer Ring Road,70000.0,yes,Semi-Furnished,5.0,Bachelors/Family,Immediately,2600.0,carpet-area,15.0,16.0,West,24
4.0,Manikonda Jagir,60000.0,no,Semi-Furnished,5.0,Bachelors/Family,Immediately,3600.0,super-area,23.0,33.0,East,24
3.0,Gachibowli,75000.0,no,Semi-Furnished,3.0,Family,Immediately,2460.0,super-area,10.0,20.0,East,24
2.0,Anjaneya Nagar,24500.0,yes,Furnished,2.0,Bachelors/Family,Immediately,1100.0,super-area,4.0,5.0,,24
2.0,Lanco Hills Road,45000.0,no,Furnished,2.0,Bachelors,Immediately,1053.0,carpet-area,1.0,12.0,West,24
3.0,Power Welfare Society,70000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1796.0,super-area,20.0,36.0,,24
3.0,"Kokapet, Outer Ring Road",83000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,2124.0,super-area,17.0,35.0,West,24
1.0,Saptagiri Colony Vivekananda Nagar,13000.0,no,Unfurnished,1.0,Bachelors/Family,Immediately,300.0,super-area,1.0,4.0,,24
1.0,"Uppal, NH 2 2",30000.0,no,Furnished,1.0,Bachelors/Family,Immediately,650.0,carpet-area,3.0,4.0,North,25
3.0,Gandipet,80000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,2120.0,super-area,5.0,35.0,West,25
2.0,Kondapur,52000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,970.0,carpet-area,9.0,22.0,East,25
2.0,Kondapur,48000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,970.0,carpet-area,10.0,22.0,West,25
2.0,Rampally Main Road,5500.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,73.0,carpet-area,3.0,10.0,,25
3.0,Nalagandla,49000.0,yes,Semi-Furnished,3.0,Family,Immediately,1856.0,super-area,7.0,10.0,West,25
3.0,Kondapur,120000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,2350.0,super-area,11.0,21.0,East,25
4.0,"Narsingi, Outer Ring Road",160000.0,yes,Semi-Furnished,4.0,Bachelors,Immediately,3939.0,super-area,23.0,28.0,West,25
3.0,Whitefields,66000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,1800.0,carpet-area,4.0,5.0,North,25
3.0,"Narsingi, Outer Ring Road",63000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1600.0,carpet-area,15.0,35.0,East,25
3.0,Sainikpuri,25000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1520.0,super-area,2.0,5.0,,25
2.0,"Hafeezpet, NH 9",35000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1050.0,carpet-area,2.0,5.0,East,25
2.0,Hitech City,33000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1350.0,carpet-area,1.0,5.0,East,25
3.0,Srinagar Colony Malakpet Extension,60000.0,yes,Furnished,3.0,Family,Immediately,1800.0,carpet-area,5.0,5.0,South,25
2.0,"Banjara Hills, NH 9",13000.0,no,Semi-Furnished,1.0,Bachelors/Family,Immediately,800.0,super-area,1.0,5.0,,25
3.0,Nanakaramguda,60000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1957.0,super-area,4.0,32.0,,25
,Bairagiguda,4500.0,no,Unfurnished,1.0,Bachelors/Family,Immediately,400.0,carpet-area,4.0,5.0,,25
4.0,"Red Hills, Lakdikapul, NH 7",20000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,900.0,super-area,3.0,5.0,,25
2.0,"Pocharam, NH 2 2",33000.0,yes,Furnished,2.0,Bachelors/Family,Immediately,1210.0,carpet-area,,,West,25
2.0,"Sanjeeva Reddy Nagar, NH 9",24000.0,yes,Unfurnished,2.0,Bachelors/Family,Immediately,810.0,carpet-area,0.0,5.0,,25
3.0,Hyderabad,65000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,2000.0,super-area,6.0,10.0,,25
3.0,"Narsingi, Outer Ring Road",83000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,2335.0,super-area,20.0,40.0,East,25
3.0,Kondapur,68000.0,no,Semi-Furnished,3.0,Bachelors,Immediately,1710.0,carpet-area,16.0,19.0,West,25
3.0,"Narsingi, Outer Ring Road",75000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,2020.0,carpet-area,22.0,40.0,East,25
3.0,Hyderabad,60000.0,yes,Furnished,3.0,Bachelors,Immediately,1755.0,carpet-area,5.0,12.0,East,25
3.0,Vishali Nagar,35000.0,yes,Unfurnished,2.0,Bachelors/Family,Immediately,1250.0,carpet-area,5.0,5.0,,25
2.0,Jeedimetla,25000.0,yes,Unfurnished,2.0,Bachelors,Immediately,1217.0,super-area,6.0,7.0,East,25
3.0,"Tellapur, Outer Ring Road",35000.0,yes,Unfurnished,3.0,Bachelors/Family,Immediately,1830.0,super-area,3.0,5.0,,25
1.0,Gachibowli,15000.0,yes,Furnished,2.0,Bachelors,Immediately,750.0,carpet-area,4.0,10.0,East,25
3.0,Langar Houz,25000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1780.0,super-area,3.0,5.0,,26
3.0,"Pocharam, NH 2 2",22000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1450.0,super-area,1.0,10.0,,26
3.0,"Muppas Panchavati Colony, Manikonda, Outer Ring Road",35000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1900.0,super-area,1.0,3.0,East,26
4.0,Kakatiya Hills Vasanth Nagar Colony,200000.0,no,Semi-Furnished,4.0,Bachelors/Family,Immediately,5200.0,super-area,2.0,6.0,,26
3.0,Hyderabad,45000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1971.0,super-area,5.0,8.0,,26
3.0,Hitech City,130000.0,no,Furnished,3.0,Bachelors/Family,Immediately,3447.0,super-area,5.0,39.0,,26
2.0,Sainikpuri,13000.0,yes,Furnished,2.0,Bachelors/Family,Immediately,1200.0,super-area,1.0,2.0,East,26
3.0,Yapral,26000.0,yes,Unfurnished,3.0,Bachelors,Immediately,2000.0,carpet-area,2.0,3.0,East,26
2.0,Nallagandla Tellapur Road,30000.0,no,Semi-Furnished,2.0,Bachelors/Family,From Apr '26,800.0,carpet-area,3.0,4.0,,26
,"Banjara Hills, NH 9",20000.0,yes,Furnished,1.0,Bachelors/Family,Immediately,300.0,carpet-area,2.0,5.0,North - West,26
3.0,Kakatiya Hills Kavuri Hills,94000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,3000.0,carpet-area,3.0,5.0,North - East,26
3.0,Bhoiguda,44000.0,yes,Furnished,2.0,Bachelors/Family,Immediately,1630.0,carpet-area,4.0,5.0,North - West,26
3.0,Hitech City,65000.0,yes,Furnished,3.0,Bachelors,From Mar '26,1865.0,super-area,2.0,19.0,East,26
3.0,Kompally,66000.0,yes,Semi-Furnished,4.0,Bachelors,Immediately,2225.0,super-area,2.0,9.0,East,26
3.0,Hyderabad,26000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1550.0,super-area,4.0,4.0,,26
3.0,Gachibowli,50000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1198.0,super-area,0.0,24.0,,26
2.0,Kompally,25000.0,no,Furnished,2.0,Bachelors/Family,Immediately,1071.0,super-area,4.0,5.0,,26
3.0,Chitrapuri Colony,45000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1700.0,carpet-area,2.0,12.0,,26
1.0,Madhapur,12000.0,yes,Furnished,1.0,Bachelors/Family,Immediately,650.0,carpet-area,4.0,14.0,,26
2.0,Kothapet,12000.0,no,Semi-Furnished,2.0,Family,Immediately,1000.0,carpet-area,2.0,2.0,East,26
3.0,Nalagandla,55000.0,no,Furnished,2.0,Bachelors,Immediately,1511.0,super-area,4.0,14.0,West,26
2.0,"Kokapet, Outer Ring Road",65000.0,no,Unfurnished,2.0,Bachelors,Immediately,1492.0,carpet-area,4.0,25.0,West,26
3.0,Kompally,25000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1566.0,super-area,2.0,13.0,,26
2.0,Ameenpur,12000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,1200.0,super-area,2.0,4.0,,26
4.0,Gachibowli,120000.0,yes,Semi-Furnished,5.0,Bachelors,Immediately,2713.0,super-area,31.0,34.0,East,26
2.0,Moghal Nagar,15000.0,yes,Unfurnished,2.0,Bachelors/Family,Immediately,1000.0,carpet-area,3.0,3.0,,26
1.0,"Malakpet, NH 9",5000.0,no,Unfurnished,1.0,Bachelors/Family,Immediately,500.0,super-area,3.0,4.0,,26
3.0,Kondapur,72000.0,no,Furnished,3.0,Bachelors/Family,From Apr '26,1898.0,carpet-area,14.0,39.0,,27
3.0,Nagole,30000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1567.0,super-area,4.0,5.0,West,27
,Kompally,75000.0,no,Unfurnished,,Bachelors/Family,Immediately,1450.0,carpet-area,0.0,4.0,North - East,27
3.0,"Narsingi, Outer Ring Road",70000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,2020.0,super-area,17.0,34.0,East,27
3.0,Nanakaramguda,95000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,2160.0,super-area,3.0,24.0,East,27
3.0,Hyderabad,30000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1700.0,carpet-area,2.0,5.0,,27
2.0,Nizampet,45000.0,no,Furnished,2.0,Bachelors/Family,Immediately,900.0,carpet-area,10.0,14.0,,27
3.0,Gachibowli,75000.0,yes,Semi-Furnished,4.0,Bachelors,Immediately,2000.0,carpet-area,8.0,19.0,East,27
1.0,Sri Krishna Nagar Yousufguda,9000.0,yes,Unfurnished,1.0,Bachelors/Family,Immediately,480.0,carpet-area,4.0,5.0,East,27
3.0,"Tellapur, Outer Ring Road",75000.0,yes,Furnished,2.0,Bachelors,Immediately,1280.0,carpet-area,29.0,29.0,West,27
2.0,Chanda Nagar,23000.0,yes,Unfurnished,2.0,Bachelors,Immediately,1000.0,carpet-area,1.0,3.0,East,27
2.0,Rainbow Colony Laxmipuri,10000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1125.0,super-area,0.0,2.0,North - East,27
3.0,Nalagandla,76000.0,yes,Furnished,3.0,Bachelors,Immediately,2370.0,super-area,13.0,24.0,East,27
3.0,"Financial District, Nanakram Guda",70000.0,no,Semi-Furnished,3.0,Bachelors,Immediately,1810.0,super-area,14.0,14.0,North - East,27
3.0,Manikonda Jagir,20000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1340.0,super-area,3.0,5.0,,27
2.0,Friends Colony Chanda Nagar,25000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1000.0,super-area,1.0,3.0,,27
4.0,Shaikpet,95000.0,yes,Furnished,4.0,Bachelors/Family,Immediately,2385.0,carpet-area,1.0,1.0,East,27
3.0,"Tellapur, Outer Ring Road",52000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1573.0,super-area,13.0,39.0,East,27
2.0,"Tellapur, Outer Ring Road",45000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1355.0,super-area,23.0,39.0,East,27
3.0,"Banjara Hills, NH 9",90000.0,no,Furnished,3.0,Bachelors/Family,Immediately,2000.0,super-area,1.0,3.0,,27
3.0,Old Bowenpally,15000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,2200.0,carpet-area,2.0,4.0,North,27
2.0,"Narsingi, Outer Ring Road",55000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1370.0,super-area,21.0,39.0,East,27
2.0,Gangaram Chanda Nagar,23000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1200.0,super-area,5.0,5.0,West,27
3.0,Anand Nagar Bandlaguda,25000.0,yes,Furnished,2.0,Bachelors,Immediately,1141.0,super-area,9.0,9.0,North,27
3.0,Nanakaramguda,110000.00000000001,yes,Furnished,3.0,Bachelors/Family,Immediately,3400.0,carpet-area,0.0,8.0,East,27
2.0,Bachupally,34000.0,no,Semi-Furnished,2.0,Bachelors,Immediately,1200.0,carpet-area,2.0,14.0,West,27
3.0,"Narsingi, Outer Ring Road",55000.0,yes,Semi-Furnished,3.0,Family,Immediately,1200.0,carpet-area,11.0,14.0,West,27
3.0,Toli Chowki,30000.0,no,Semi-Furnished,2.0,Bachelors,Immediately,1200.0,carpet-area,5.0,5.0,South -West,27
2.0,Kondapur,60000.0,yes,Unfurnished,2.0,Bachelors/Family,Immediately,1290.0,carpet-area,5.0,19.0,East,27
1.0,Hyderabad,13000.0,no,Semi-Furnished,1.0,Bachelors/Family,Immediately,450.0,super-area,2.0,2.0,,27
4.0,HUDA Layout Nalagandla,77000.0,yes,Furnished,4.0,Family,Immediately,2000.0,carpet-area,16.0,24.0,West,28
3.0,"Tellapur, Outer Ring Road",35000.0,yes,Semi-Furnished,3.0,Family,From Mar '26,2042.0,carpet-area,3.0,15.0,East,28
1.0,"Kukatpally, NH 9",13000.0,yes,Furnished,1.0,Bachelors,Immediately,707.0,carpet-area,4.0,19.0,South - East,28
1.0,"Banjara Hills, NH 9",11000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,900.0,super-area,2.0,3.0,,28
3.0,Rock Town Colony,30000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,1800.0,carpet-area,4.0,5.0,,28
1.0,"Financial District, Nanakram Guda",16000.0,yes,Semi-Furnished,1.0,Bachelors/Family,Immediately,820.0,carpet-area,0.0,3.0,North,28
1.0,Masjid Banda,17000.0,yes,Semi-Furnished,1.0,Bachelors/Family,Immediately,500.0,carpet-area,1.0,4.0,West,28
2.0,Alwal,12000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1350.0,super-area,0.0,4.0,,28
3.0,Chanda Nagar,20000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,1478.0,super-area,5.0,5.0,,28
3.0,Toli Chowki,18000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,1200.0,super-area,3.0,6.0,,28
10.0,Sri Aurobindo Colony,1500.0,no,Furnished,,Bachelors/Family,Immediately,1200.0,carpet-area,1.0,6.0,East,28
2.0,Moti Nagar Erragadda,40000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1174.0,super-area,3.0,15.0,,28
3.0,"Alkapur Township, Manikonda, Outer Ring Road",45000.0,no,Semi-Furnished,3.0,Family,From May '26,1560.0,super-area,3.0,3.0,West,28
3.0,Madhapur,45000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1650.0,carpet-area,4.0,4.0,East,28
2.0,Begumpet,36000.0,yes,Semi-Furnished,2.0,Bachelors/Family,From Apr '26,1100.0,carpet-area,3.0,9.0,East,28
3.0,Phase 3 Gachibowli,40000.0,yes,Unfurnished,3.0,Bachelors,Immediately,1400.0,carpet-area,5.0,5.0,East,28
2.0,"Alkapur Township, Manikonda, Outer Ring Road",23000.0,no,Semi-Furnished,1.0,Bachelors/Family,Immediately,900.0,super-area,3.0,3.0,East,28
3.0,Nalagandla,50000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1805.0,super-area,10.0,19.0,West,28
3.0,Kakatiya Hills Kavuri Hills,94000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,3000.0,carpet-area,3.0,5.0,North - East,28
3.0,Hyderabad,42000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1800.0,super-area,2.0,2.0,,28
2.0,Peeramcheru,15000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1500.0,super-area,1.0,1.0,,28
2.0,Prashanth Nagar Colony Kondapur,40000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1030.0,carpet-area,2.0,5.0,,28
2.0,Gachibowli,60000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1300.0,carpet-area,11.0,33.0,West,28
3.0,"Narsingi, Outer Ring Road",70000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1834.0,super-area,3.0,30.0,,28
4.0,"Kokapet, Outer Ring Road",200000.0,yes,Furnished,5.0,Family,Immediately,3300.0,carpet-area,10.0,28.0,East,28
2.0,Medchal,10000.0,yes,Unfurnished,2.0,Bachelors/Family,Immediately,1150.0,carpet-area,4.0,4.0,East,28
2.0,Friends Colony Chanda Nagar,25000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1000.0,super-area,2.0,3.0,,28
